essay_id,essay_set,essay,domain1_score,grade_level,type,prompt,strat,tid1,tid2
3108,2,"Libraries are known as places where a person can go to find material on almost any topic they could want to learn about, whether that material is a book, movie, or magazine. Anyone can use the library, and it is a valuable resource to many people. So why do some libraries insist on removing some of those valuable materials from their shelves?     In past years, censorship in libraries has been the focus of many news reports. In almost all cases, library patrons have been angry that certain materials have been deemed unsuitable to be offered at the library. I have to say that I agree with them. People have a right to choose what books they want to read, what movies they want to watch, and what music they want to listen to. People have opinions; people disagree. What one person loves, another person could hate. But just because one person dislikes or is offended by a material on a library shelf does not mean that the opportunity to use that material should be denied to all other patrons. I feel that if a resource is checked out by just one individual, and that one individual is able to learn from or enjoy the resource, then the library has achieved its purpose and helped the community by offering that material.      In conclusion, censorship in libraries is limiting and wrong. It creates barriers for those who want to learn and it takes away people's freedom to make decisions for themselves. Everyone should be able to decide whether to pick up a library material, and censorship makes that impossible",3,10,persuasive,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.",low,3,12.0
3993,2,I do not think they should be removed at all. They show a persons opinion on something. We can't just disregard it because we dont like what its saying. Thats like us saying black people aren't allowed here because we don't like how you look. Or just anyone that we dont like how they look.     I think anyone who wants to speak their mind should be able to without having to worry about censorship. I @MONTH1 not agree with all the statements they bring up but they should have a fair chance like anyone else would. You should restrict to age accordingly to content so you don't have little kids reading about stuff they really shouldn't be.     I could get a book removed because it offends me. Well then I could get a franchise closed because it offends me. People are offened by little things and should jut except the fact that other people have different opinions. It's just like judging a person for their race. They have differnt morales and values and you can't just change that in a person.     Like if you don't like this article just don't read it. Don't say other people can't read it because of your views. I don't think there should be censorship.,3,10,persuasive,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.",low,15,8.0
3143,2,"To start, if any materials in the library such as books, music, movies, or magazines are found offensive i believe that they should still remain on the shelves. This book or music @MONTH1 be offensive but everyone is intitled to their own opinon. People have all the freedom to read, listen or watch anything that is approperite to them. I believe it should all be up to the individual to chose what they should do with what @MONTH1 offend others.      Also from my own exprience i have read a book about @CAPS1 @CAPS2 in the stadges of our history where they were salves and were hung for their punishment. It @MONTH1 offend some that their local library having a book on such a terrible topic but it is found that it is part of history and others @MONTH1 find it interesting to go back a learn more information. It does not have to mean that they are rascist or trying to offend you they would just like to learn more about our history. Each person has had topics that offend them but the libraries can not make all happy. If you chose to pick a book, watch a movie, or listen to music that @MONTH1 offend someone then it shouldn't be removed, if you would like to read, watch or listen to anything that @MONTH1 offend someone then it should be up to you to decide what to do about it.        Therefore, i conclude that if any books, music, movies, or magazines are found offensive they should remain on the shelves. Everyone @MONTH1 have their own opinon or have their own ideals that offend them but it is our job to let those people choose their liking of anything open in our local libraries. It is for their own benifit, not for yours. It is up to you to decide wheather or not to come about the situation. Libraries should not be held responsable and have to removed anything open to the people that @MONTH1 just be part of our background",3,10,persuasive,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.",low,4,14.0
3513,2,"In libraries, is censorship truly needed? I believe there should be some censorship to some extent.     Libraries are usually pretty good at sorting things. I mean, they do use the @ORGANIZATION1 in every library I've been in. But even when they do sort the books, music, and magazines by topic, there's always something offensive that can fit in that topic as well.     I remember as a child of seven or eight going to the library all the time with my mother. I realized I was getting too old for the 'kiddy book section,' so I ventured forth to places I've never been before. Any isle of books was open to anyone, I felt that I had the world in the palm of my hand.      Most of the books were too mature of a read for me anyways, butt I still looked through them all. I mean, it was something very new to me; almost like an adventure. Then, I came across the music.     There were so many inappropriate titles, cover-arts, and even names of bands. But this perked my curiosity. I remember thinking to myself, 'were books this way too?' I soon found out yes, they were. There were even doctor books with graphic images. The worst were books with cuss words that I found. Innocence in the library was gone.     I think libraries should have a different section for older, more mature people; not including children. Some people loves books, and will open any book just to read or look at the pictures. Libraries need to realize that. I was once that little kid who opened the wrong book, at the wrong time.    In conclusion, I think libraries should have at least some censorship. I understand that people enjoy the books and music that once terrored me, but I think there should be something done about it",3,10,persuasive,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.",low,5,10.0
4583,2,"Nobody should believe that we have the choice to take books off the shelves of a library. America is a free country and we can write whatever we want. Everyone has freedom of speach, your just taking that admendment and putting it into music, books, or a movie. When you are looking for a book and you find one that seems offensive just put it back on the shelf and move on.     Everyone have seen a lot of things that are offensive to races and beliefs. You hear jokes that are offensive but that is all that it is a joke and it is not to be taken seriously. I have read a book recently called '@CAPS1's your @CAPS2' it was not what I thought it would be, so I just put it down and picked up a different book and kept on reading. If everybody were able to take books out of a library just because it was offensive would we have any books at all? Movies have a protection against this called ratings. The ratings are from '@CAPS3 to @CAPS4.' If the movie you watch is more towards the @CAPS4 section then it will have more offensive language and violent scenes. That is why there is always a blocked off section at a dvd rental store. That section is only for mature people of the ages @NUM1 or older. If by any chance your kid strays in there and finds somthing not suited for him and you really get fired up just think @CAPS1 let him wonder into that section. @CAPS1 should be watching him at all times, @CAPS1 is responsible for him?      I do not agree that reading material or anything in that matter should be taken off of a shelf. Thats like saying if someone did not like how the @CAPS5 of @CAPS6 was worded they could just take it down and throw it away. We would have nothing to read. So the next time you see something that is offensive just put it back and move on",3,10,persuasive,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.",low,4,2.0
3237,2,No I do not belive that certain materials should be removed. I belive that people should be able to have freedom of speech. I also belive that if somebody has something on their mind they should should be able to say it. I all ways tell peolple to mean what you say and say whay you mean. Now if its younger kids getting ahold of magazines and movies with inpropriate material in it then yes it should be censored or they shouldn't be placed in places with younger kids can get to them,2,10,persuasive,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.",low,12,15.0
3174,2,"I do believe that some places have magizines, books, movies, and music that need to be removed from all shelfs. Just think, if you had childern would you want them getting ahold of a magizine with nude men or women in it. Yes people tell you they have control of there kids in stores, but i know you see kids all the time walking away or roming off to try to do what they want, and go to places they shouldnt be like magizines for instence. Would you want to find your little one looking at a magizine with nude wemon in it? Thats not the things kids should be finding in stores, its not nessacary.     Same deal goes with movies, say you rent a movie from one of your many movie places and it has nudity or cursing in it, do want that around your kids? i know i wouldnt, cause kids are like monkeys, monkey see monkey do, and you dont want your little one walking aroud cussing at you. I have little cousins and ive seen it happen many times where they cuss back at there parents, and when the parents ask them where they heard that its usually the same answer, tv or movies.      So do you really think it's nessacary to have all that bad stuff around for anyone, of many ages to see? It's not. Everything like that just needs to be taken off all shelf and destoryed, cause I shouldnt have to see it and niether should anyone else, its gross, nasty, and inrepropriet to childern. I say get read of it all and do everyone a favor",3,10,persuasive,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.",low,2,14.0
3046,2,"I belive if the books, music, movies, magazines and etc. are offensive and are bad that they should be removed, the reason being is because of younger children.       Younger children are not aloud to be exsposed to that stuff if it's bad or not pertand to them. Since there are books, music, movies, magazines and etc. that are bad and offensive, then I would suggest a room or some sort of place that they can be held and were only adualts can be around them and can get to them.      Movies and magazines are my biggest thing that would worry me. There are more bad things in them then in books or music. Books and music have bad language but very rarely have bad images or other things like that. If there happen to be a book, music, movie, or magzine that you or any other person thinks that is inaproprete or offensive then you or that person would have permision to take it off and show it the main desk, and let them know what you think about it.     I feel that they should seperated the censorship in libraries to keep the children safe. They should steel be aloud to have censorship books, music, movies, and magazines because adult can handle that kind of material to where younger children can't. So therefore to keep everything sepreate, and there shouldnt be no problem.",3,10,persuasive,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.",low,13,6.0
4481,2,"Libraries have no right in my mind to decide what is offensive and what isn't. Libraries shouldn't have the view on censorship the people who rent or buy the items should. The @CAPS1 has an idea of what is offensive but they shouldn't be able to make that decision. If the @CAPS1 wants buisness they should try to make sure the customers are happy. Libraries should take surveys of what everyone wants.     Not all the people in the world have the same idea of what is a offensive book, magazine, movies, music, etc. The different views of people can vary from a lot to none at all. If the people feel that they are that offensive then they should bring it up with the @CAPS1 and find a solution instead of getting rid of these items. A safe but easy solution would be to create a section just for offensive items the @CAPS1 or people claim them to be.    Another possible solution would be to jus rearrange the area's of the books into to main category's such as offensive and none offensive, and then break it down into their specific categorys. So the libraries need to have a survey showing what items the people think are bad and the librarys opinions and then go on from there. The surveys could be made up of a paper one you fill out in the @CAPS1 to it's online website. The survey would have a list of books, movies, magazines, and music that people could check off.     Now the @CAPS1 needs money to keep books and other items in stock and so they can repair them if necessary. So if the @CAPS1 feels that a book is offensive they shouldn't have the right to censorship. All these books have been in libraries for this amount of time why change it now. Think about it if it was offensive why did they put it into the @CAPS1 in the first place.     So in conclusion the @CAPS1 should have know right to censorship books, movies, magazines, music, or any other item they have. This would cost time and money which they don't have. Customers could possibly stop comming in because of the change which would be a loss of money. Now everyone knows a big loss of money could hurt any buisness and possibley bankrupt them, or could take weeks, months, or even years to recover and no buisness wants that. So the easy way to make sure that doesn't happen jus leave everything the way it is",3,10,persuasive,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.",low,12,4.0
4432,2,"Do I think that certain books, music, movies, magazines should be removed from our librarys. No i dont think they should be removed, they could be placed in another part of the library away from all the other books that aren't offensive.     If they did decide to remove these books are kids would have a hard time learning about the truth. Book publishers put only what they want are kids to learn. Most of the time they leave out bits and pecies about what really happened. So if they took the offensive books, music, movies, and magazines out, a lot of kids would just go home everyday and sit around or cause trouble. From my own experience, I enjoyed reading, listening, and watching the offensive materials they want to take out of our librarys. So if you don't like the offensive materials then don't even look at them, that will solve your problem, and teach your children that to.     Overall I think they should keep the offensive materials. If people still complain, move it to another part of the library, in seperate room or somethin of that kind. This should solve the problem of kids reading, listening, and watching these kinds of things.",3,10,persuasive,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.",low,3,5.0
4730,2,"Need help with Censorship in @ORGANIZATION1     (I chaged the @ORGANIZATION2 of this story that I heard from my grandparents because I could not remember the real one. This is not really happening at the @ORGANIZATION1 I think.)     To the people at the @ORGANIZATION3 I would like to tell you and your readers that there is something wrong with the @ORGANIZATION2. Nothing really all  to serious I guess. . It seems the libaraiains there are censoring  tons of books and other materials. One of which I really need for a homework assignment on the movie @CAPS1.      They say that they are censoring what I need for the assignment because it is to bloody and scary for some of the other readers.  There have also been some complates from parents as well, saying that their kids had nightmares for weeks from the movie .     To that I said well can I still use the computers there to get information. They said that they have  already blocked all the inaproperate sites as well. I do not have internet at home so you can see how well that is going to go at school. So then I tryed to get the @CAPS2 to uncensor all of the stuff they have all ready have censored. So that way I could just make them censor all the werid adult rated things at the @ORGANIZATION2. That way no kid will have nightmares any more.I also threw in the idea of seperarting all the @CAPS3 and @CAPS4 by age group like child,teen, older teen. To this they said all right but they were going to keep the classic @CAPS4 and @CAPS3     The @CAPS2 said they @MONTH1 try my idea and see if it works But I would have to volunteer at the @ORGANIZATION2 and go through all the stuff that has been censored over the years. To this I said ok, but after I saw home big the censor list was it was like a nightmare over a hundered pages of book at least. I was to scared to see how long the other lists were. So seeing that it was to big for me to handle alone I got most of the other volunteers to help me. Then put up posters at the school I go to,to see if anyone else would be willing to help me.      So far there has not been much progress in the lists so I would like to ask that if there are any readers out there reading this article. I could sure use your help because these are some really long lists. I @CAPS8 you all for reading this article, if you are not able to help then see if there is anyone else you know that would be willing too,@CAPS8 You.",3,10,persuasive,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.",low,2,11.0
3345,2,"All of us have rights, all of us have the same chance to express what we feel, think or believe. Freedom is the most beautiful and important thing we have and nobody can take that away from us: its just something that belongs to ourselves and that everybody does have.     As humans it is not easy to understand othe people's thoughts and it could turn kinda of hard to accept the opinions that extrangers from us can apport.     A library is a place where we can find all kind of material that can easily answer many or our questions, sometimes some material can be offensive and make a target of people feel unconfortable as well as there is material that can be really helpful through our searching.     If i had the right to remove any magazine, book or movie off the shelf, i would at least think about it before remove it and consider how helpful and worth it it could be for someone that really needs it, and if everybody else had the same right as me, the we wouldn't have any material at all in the library.     Music is a big topic to talk about, we all know there are people that are really used to listen to a type of music that other people can call it as 'rude music' and i could be pretty much offensive for kids. I trully believe it wont be fear for any of us to labeled people because of the music they like, the books they read or the movies they watch.      We need to understand nobody is better than nobody and we also need to respect other people's feelings, its something that we have to work on.",3,10,persuasive,"""All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf -- that work I abhor -- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any ofus."" --Katherine Paterson, Author 
Write a persuasive essay to a newspaper reflecting your views on censorship in libraries. Do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive? Support your position with convincing arguments from your own experience, observations, and/or reading.",low,1,12.0
